"","X.1","Unnamed..0","X","Date","Year","Time","Location","Operator","Route","AC.Type","Manufacturer","Registration","cn.ln","Aboard","Aboard.Passangers","Aboard.Crew","Fatalities","Fatalities.Passangers","Fatalities.Crew","Ground","Summary","Coordinates","Latitude","Longitude","Country","Country.coordinates","Location_Status"
"2123",4369,4804,4816,"04/02/2012",2012,"07-08","Tyumen, Russia","UTAir","Tyurmen - Surgut","ATR 72-201","ATR","VP-BYZ","332",43,39,4,33,29,4,0,"After taking off, the plane lost height during the initial climb and crash landed in a snowy field, 1.5 miles past the end of the runway. The impact split the plane into three pieces.ÃÂ Icing. The plane was not deiced before taking off.","(57.14778, 65.524703)",58.034332497049,65.1646102478825,"Russia","Russia","correct location"
"2124",4370,4805,4817,"04/20/2012",2012,"18-19","Islamabad, Pakistan","Bhoja Airlines","Karachi - Islamabad","Boeing 737-236","Boeing","AP-BKCÃÂ ","23167/1074",127,121,6,127,121,6,0,"While attempting to land, the plane impacted terrain about 5 km short of and slightly left of the extended runway center line of Islamabad's runway 30. The plane completely broke up, burst into flamesand came to rest in Hussain Abad Village. The crew were trained to fly the Boeing 737-200 but not the more advanced 737-236 which features an automated flight deck. The aircraft accident took place as a result of combination of various factors which directly and indirectly contributed towards the causation of accident.The primary causes of accident include, ineffective management of the basic flight parameters such as airspeed, altitude, descent rate attitude, as well as Page 75 of 78 thrust management. The contributory factors include the crewÃ¢ÂÂs decision to continue the flight through significant changing winds associated with the prevailing weather conditions and the lack of experience of the crew to the airplaneÃ¢ÂÂs automated flight deck","(33.679668, 73.029883)",32.5104067337378,72.8221422631293,"Pakistan","Pakistan","correct location"
"2125",4371,4806,4818,"04/30/2012",2012,"16-17","Sabanagrande, Colombia","Military -Fuerza Aerea Colombiana","Barranquilla - Caucasia","Bell 212","Bell","FAC 4020ÃÂ ","31272",13,11,2,13,11,2,0,"The helicopter caught fire and crashed while en route.","(10.79115, -74.76059)",12.6289856779593,-71.6838707510712,"Colombia","Colombia","correct location"
"2126",4372,4807,4819,"05/09/2012",2012,"15-16","Cidahu, Indonesia","Sukhoi","Demonstration flight","Sukhoi Superjet 100-95","Other","RA-97004"," 95004",45,39,6,45,39,6,0,"The Russian jet crashed on the slopes of Mount Salak at an elevation of 5,200 ft. The airliner was conducting a demonstration flight to prospective customers. The last radio contact with the flight was at 15:30 when the crew requested a descent from 10,000ft to 6,000ft. Soon after requesting a turn, they flew into the mountain. All 37passengers, 6 crew and 2 Sukhoi officials were killed. Pilot error. The TAWS had sent a 'terrain ahead' warning , followed by six 'avoid terrain' warnings before the crash. The pilot in command switched the TAWS off, assuming there was a database problem. In addition, the flight crew were distracted by a customer in the cockpit and failed to complete a planned turn. Due to inadequate maps, briefing, and low clouds, the crew did not know there were mountains in the area.","(-6.9647, 108.6052)",-6.79739554943974,110.31101761112,"Indonesia","Indonesia","correct location"
"2127",4373,4808,4820,"05/14/2012",2012,"09-10","Jomsom, Nepal","Agni Air","Pokhara - Jomsom","Dornier 228-212","Dornier","9N-AIG","8216",21,18,3,15,13,2,0," 	The plane was attempting to land and went around on final approach to Runway 06. The aircraft joined a left downwind when a wing contacted a hilltop about 900 feet north of the airport.The flight attendant and 5 passengers survived the accident.","(28.7721, 83.72591)",29.3589821245251,83.830754996832,"Nepal","Nepal","correct location"
"2128",4374,4809,4821,"06/02/2012",2012,"15-16","Accra, Ghana","Allied Air","Lagos, Nigerai - Accra, Ghana","Boeing B-727-200","Boeing","5N-BJN"," 22540/1796",4,0,4,0,0,4,12,"While on approach to Runway 21 at Kotika International Airport, the cargo plane overran the runway, broke through the perimeter fence, went across a main road and collided with a bus.","(5.545935, -0.210089)",4.93704922028607,1.65879298132949,"Ghana","Ghana","correct location"
"2129",4375,4810,4822,"06/03/2012",2012,"16-17","Lagos, Nigeria","Dana Air","Abuja - Lagos","McDonnell Douglas MD-83","McDonnell Douglas","5N-RAM","53019/1783",153,146,7,153,146,7,10,"The plane was about 11 miles from Lagos VOR when the crew declared an emergency reporting engine problems. The plane collided with a power line and crashed into the Iju/Ishaga area of Lagos, 1 mile adjacent to the runway. Double engine failure. Likely  the crew's failure to properly monitor fuel flow and turn on proper fuel pumps.","(6.447048, 3.344747)",6.78329754491593,5.14776175989749,"Nigeria","Nigeria","correct location"
"2130",4378,4813,4825,"06/21/2012",2012,"14-15","Jakarta, Indonesia","Military - Indonesian Air Force","Training flight","Fokker F-27 Friendship 400M","Fokker","A-2708","10546",7,0,7,7,0,7,4,"The plane was attempting to land on runway 18 during a training exercise when it crashed about 1 mile from the runway into houses in the Rajawali housing complex.","(-6.182283, 106.839426)",-3.95186781131793,105.796367257106,"Indonesia","Indonesia","correct location"
"2131",4380,4815,4827,"08/19/2012",2012,"08-09","Talodi, Sudan","Alfa Airlines","Khartoum - Talodi","Antonov An-26-100","Antonov","ST-ARL","2606",32,26,6,32,26,6,0,"After an aborted landing, the plane flew into a slope of the Nuba mountains while on approach and attempting to land at Talodi air strip. There was a dust storm in the area at the time. All 26 passengers and crew of 6 were killed including 2 Sudanese ministers.","(10.63246, 30.3797)",10.8747832198795,28.9745937444432,"Sudan","Sudan","correct location"
"2132",4382,4817,4829,"09/28/2012",2012,"06-07","Kathmandu, Nepal","Sita Air","","Dornier 228-202","Dornier","9N-AHA","8123",19,16,3,19,16,3,0,"The plane crash landed on the bank of the Manohara River minutes after taking off from Trinbhuvan Airport. Some witnesses reported seeing the front of the plane on fire before it crashed. Overloading and the lack of performance in the climb phase due to loss of engine power led to a stall.","(27.70169, 85.3206)",28.4142927196278,88.6248903057728,"Nepal","Nepal","correct location"
"2133",4383,4818,4830,"10/07/2012",2012,"12-13","Omdurman, Sudan","Military - Sudanese Air Force","","Antonov An-12BP","Antonov","ST-ASA","402010",22,16,6,15,NA,NA,0,"The transport, carrying military personnel and equipment, crashed 25 miles southwest of Omdurman after experiencing engine trouble. The captain reported that both engines stopped working prior to the crash.","(15.64453, 32.47773)",14.3424604497225,33.6678636619326,"Sudan","Sudan","correct location"
"2134",4388,4823,4835,"12/09/2012",2012,"03-04","Iturbide, Mexico","Starwood Management LLC","Monterey, Mexico - Toluca, Mexico","Learjet 25","Learjet","N345MC","25-046",7,5,2,7,5,2,0,"The charter jet crashed about 60 miles from Monterey Mexico, about ten minutes after taking off. The plane plunged almost vertically from more than 28,000 feet and hit the ground in a nose-dive at a speed that may have exceeded 600 mph. Mexican-American singerJenni Rivera 43, her publicist and make-up artist were among the dead. She had just finished giving a concert in Monterey and was en route to Toluca to tape a Mexican TV show. A sudden and abrupt lack of control during ascent that provoked a sheer vertical drop of the plane that could have been triggered by a problem with the planeÃ¢ÂÂs horizontal stabilizer. The plane was over 43 years old. The pilot, 78 was authorized to only fly as copilot. The copilot was not authroized to fly out of the United States. The copilot was not authorized to fly IFR which the plane was doing at the time of the accident.","(20.999267, -100.386342)",20.5985268837566,-100.360929571647,"Mexico","Mexico","correct location"
"2135",4389,4824,4836,"12/25/2012",2012,"18-19","Shymkent, Kazakhstan","Military - Kazakhstan Border Guards","Astana - Shymkent","Antonov AN-72-100D","Antonov","UN-72859","36576092859",27,20,7,27,20,7,0,"The military transport crashed 12 miles from the Shymket Airport while making a descent to land, in heavy winds and snow.The fatalities included a crew of seven and 20 border guards, including the acting head of the ex-Soviet nation's border protection service, Col. Turganbek Stambekov","(42.3, 69.6)",42.0562669663528,68.1615609484568,"Kazakhstan","Kazakhstan","correct location"
"2136",4391,4826,4838,"12/29/2012",2012,"16-17","Moscow, Russia","Red Wings Airlines","Pardubice, Czech Republic - Moscow, Russia","Tupolev TU-204-100VÃÂ ","Tupolev","RA-64047","1450744864047",8,0,8,5,0,5,0,"While attempting to land on a snow covered runway and heavy cross winds the plane overran the runway, penetrated the perimeter fence and collided with a highway embankment. The aircraft broke in three. The plane's impact with the highway embankment sent the severed nose sliding over the icy road while the rest of the jet rested just past the airport's fence - its tail linked to the rest of the body by only a tangle of wreckage. There were no passengers on board.","(55.741469, 37.615561)",55.9487246682426,34.5924380546934,"Russia","Russia","correct location"
"2137",4392,4827,4839,"01/02/2013",2013,"20-21","Clear Lake, Iowa","Med-Trans Corporaion","Mercy Hospital - Palo Alto Couonty Hospital","Bell 407","Bell","N445MT","53959",3,2,1,3,2,1,0,"The air ambulance crashed and burned north of Ventura near Clear Lake Iowa in ice, haze and misty conditons.","(29.578474, -95.136805)",29.4710153949071,-96.7978307526574,"United States","United States","correct location"
"2138",4393,4828,4840,"01/04/2013",2013,"11-12","Los Roques, Venezuela","Transaereo 5074","Los Roques - Caracas","Britten Norman BN-2A-27 Islander","Britten Norman","YV-2615","20",6,5,1,6,5,1,0,"The flight disappeared while en route from Los Roques island to Caracas. When the plane was approximately 11 miles from Los Roques Airport, radar showed it began rapidly losing altitude and speed. It is presumed to have crashed in the ocean. The son of Italian designer Ottavio Missoni was among those onboard.","(11.95, -66.66667)",10.7410969145412,-63.9961715156326,"Venezuela","Venezuela","correct location"
"2139",4394,4829,4841,"01/29/2013",2013,"13-14","Kyzyltu, Kazakhstan","SCAT Air","Kokshetau - Almaty, Kazakhstan","Canadair CRJ-200ER","Canadair","UP-CJ006","7431",21,16,5,21,16,5,0,"The jet crashed in heavy fog outside of Almaty while attempting to land at Almaty Airport for a second time. The aircraft was found in swampy terrain about 1 mile short of the runway threshold.","(47.35, 51.86667)",46.9869229673041,50.5376575913961,"Kazakhstan","Kazakhstan","correct location"
"2140",4395,4830,4842,"02/13/2013",2013,"18-19","Donetsk, Ukraine","South Airlines","Odessa - Donetsk","Antonov AN-24RV","Antonov","UR-WRAÃÂ ","37308709",45,41,4,5,5,0,0,"While attempting to land on runway 8 in dense fog, the plane overran the runway , overturned and caught fire. The airplane operated as a charter flight carrying football fans on their way to a match of Shakhtar Donetsk against Borussia Dortmund. Pilot error.  A loss of speed by the aircraft during thelanding approach due to an error of the unprepared crew. The crew had no clearance to land given the weather conditions.","(48.023, 37.80224)",47.8280342578559,40.6443494808721,"Ukraine","Ukraine","correct location"
"2141",4397,4832,4844,"03/08/2013",2013,"08-09","Dillingham, Alaska","Ace Air Cargo","King Salmon - Dillingham","Beechcraft 1900C","Beechcraft","N116AX","UC-17",2,0,2,2,0,2,0,"The cargo plane crashed about 20 miles northeast of Dillingham while on approach to Dillingham Airport. Wreckage was discovered on Saturday with the pilot and copilot fatally injured. The aircraft was badly fragmented in three sections. The flight crew's failure to maintain terrain clearance, which resulted in controlled flight into terrain in instrument meteorological conditions. Contributing to the accident were the flight crew's failure to correctly read back and interpret clearance altitudes issued by the air traffic controller, their failure to adhere to minimum altitudes depicted on the published instrument approach chart, and their failure to adhere to company checklists. Also contributing to the accident were the air traffic controller's issuance of an ambiguous clearance to the flight crew, which resulted in the airplane's premature descent, his failure to address the pilot's incorrect read back of the assigned clearance altitudes, and his failure to monitor the flight and address the altitude violations and issue terrain-based safety alerts.","(59.708077, -158.344201)",58.2603294081595,-158.474394202174,"United States","United States","correct location"
